-87.622844	41.886262	0
-87.63676	41.882634	1
-87.620291	41.894734	1
-87.896371	41.979511	0
-87.695049	42.008927	0
-87.701816	41.971155	0
-87.662232	41.971888	0
-87.669834	42.009469	0
-87.658216	41.939715	1
-87.602725	41.801993	0
-87.638812	41.776931	0
-87.741017	41.901964	0
-87.808283	41.921777	0
-87.813371	41.995019	1
-87.628309	41.883136	1
-87.652727	41.876104	1
-87.759611	41.971261	0
-87.746791	41.946682	0
-87.681818	41.902762	1
-87.668597	41.77599	0
-87.63581	41.90455	1
-87.703266	41.990803	0
-87.652064	41.922605	0
-87.756863	41.881113	0
-87.625473	41.880112	1
-87.797373	41.944967	0
-87.604053	41.780991	0
-87.571522	41.762202	0
-87.703343	41.946699	0
-87.717446	41.850321	0
-87.701101	41.921058	0
-87.711565	41.777061	0
-87.661343	41.953742	1
-87.666362	41.991062	0
-87.636354	41.892485	1
-87.670366	41.849879	0
-87.657821	41.899935	1
-87.629029	41.878153	1
-87.771902	41.787032	0
-87.611244	41.819261	0
-87.60569	41.744737	0
-87.701434	41.696456	0
-87.556897	41.721257	0
-87.556037	41.653147	0
-87.687011	41.88004	0
-87.761826	41.993931	0
-87.662381	41.700445	0
-87.621537	41.694192	0
-87.644283	41.882786	1
-87.722735	41.879417	0
-87.653382	41.812017	0
-87.633087	41.650765	0
-87.75531	41.920609	0
-87.711251	41.810038	0
-87.817934	41.974566	0
-87.651656	41.740873	0
-87.623449	41.867824	1
-87.714238	41.745398	0
-87.629531	41.844869	0
